Timepoint	Time [s]	Object ID	X	Y	Tracked Nuclei - Age [s]	Tracked Nuclei - Current Displacement X [µm]	Tracked Nuclei - Current Displacement Y [µm]	Tracked Nuclei - Track Point X	Tracked Nuclei - Track Point Y	Tracked Nuclei - Current Step Size [µm]	Tracked Nuclei - Current Speed [µm/s]	Tracks: Tracked Nuclei - Start Type	Tracks: Tracked Nuclei - End Type	Tracks: Tracked Nuclei - Parent ID	Tracks: Tracked Nuclei - Root ID	Tracks: Tracked Nuclei - Accumulated Distance [µm]	Tracks: Tracked Nuclei - Displacement [µm]
24	48	15	564	25	48.01	0.9932	2.483	562	24	0.5995	0.301	Begin	End	15	15	23.78	4.497
25	50	15	563	25	50.03	0.4966	2.483	561	24	0.5995	0.2985	Begin	End	15	15	23.78	4.497
26	52	15	562	26	52.03	0	2.98	560	25	0.8478	0.4221	Begin	End	15	15	23.78	4.497
27	54	15	565	27	54.05	0.9932	2.98	562	25	1.052	0.5259	Begin	End	15	15	23.78	4.497
28	56	15	564	26	56.03	0	3.476	560	26	0.9064	0.457	Begin	End	15	15	23.78	4.497
29	58	15	562	26	58.01	-0.4966	2.98	559	25	1.136	0.5658	Begin	End	15	15	23.78	4.497
30	60	15	562	29	60.05	-0.9932	4.47	558	28	1.034	0.5125	Begin	End	15	15	23.78	4.497
31	62	15	563	27	62.05	-0.4966	4.47	559	28	0.4966	0.2483	Begin	End	15	15	23.78	4.497
0	0	17	170	27	0	0	0	165	29	0.4966	0.2446	Begin	End	17	17	17.64	0.4966
1	2	17	168	29	2.03	0	-0.4966	165	28	0.4966	0.2454	Begin	End	17	17	17.64	0.4966
2	4	17	167	29	4.047	-0.4966	-0.4966	164	28	0.8035	0.4001	Begin	End	17	17	17.64	0.4966
3	6	17	166	28	6.047	-0.9932	-1.49	163	26	0.8035	0.4035	Begin	End	17	17	17.64	0.4966
4	8	17	170	22	8.03	-0.9932	-1.986	163	25	0.2483	0.1247	Begin	End	17	17	17.64	0.4966
5	10	17	170	22	10.03	-0.9932	-1.986	163	25	0	0	Begin	End	17	17	17.64	0.4966
6	12	17	166	26	12.05	-0.9932	-1.986	163	25	1.266	0.6304	Begin	End	17	17	17.64	0.4966
7	14	17	159	20	14.05	-1.49	-4.47	162	20	1.821	0.9146	Begin	End	17	17	17.64	0.4966
8	16	17	161	21	16.03	-0.9932	-3.476	163	22	0.9064	0.4532	Begin	End	17	17	17.64	0.4966
9	18	17	161	21	18.05	-1.49	-2.98	162	23	0.9064	0.455	Begin	End	17	17	17.64	0.4966
10	20	17	163	22	20.01	-0.9932	-1.986	163	25	1.11	0.5529	Begin	End	17	17	17.64	0.4966
11	22	17	166	22	22.06	-0.4966	-0.9932	164	27	0.8035	0.4018	Begin	End	17	17	17.64	0.4966
12	24	17	167	21	24.01	-0.4966	-1.49	164	26	0.4966	0.2483	Begin	End	17	17	17.64	0.4966
13	26	17	168	22	26.06	0	-1.49	165	26	0.2483	0.1237	Begin	End	17	17	17.64	0.4966
14	28	17	167	25	28.03	0	-1.49	165	26	0.3512	0.1771	Begin	End	17	17	17.64	0.4966
15	30	17	167	21	30.03	-0.4966	-1.986	164	25	0.5995	0.2985	Begin	End	17	17	17.64	0.4966
16	32	17	169	22	32.05	-0.4966	-1.49	164	26	0.2483	0.1236	Begin	End	17	17	17.64	0.4966
17	34	17	169	21	34.05	-0.4966	-1.49	164	26	0.3512	0.1763	Begin	End	17	17	17.64	0.4966
18	36	17	170	24	36.03	0	-0.9932	165	27	0.3512	0.1763	Begin	End	17	17	17.64	0.4966
19	38	17	170	24	38.03	0	-0.9932	165	27	0.2483	0.1242	Begin	End	17	17	17.64	0.4966
20	40	17	168	28	40.03	0	-0.4966	165	28	0.4966	0.2483	Begin	End	17	17	17.64	0.4966
21	42	17	168	28	42.03	-0.4966	-0.4966	164	28	0.2483	0.1242	Begin	End	17	17	17.64	0.4966
22	44	17	167	29	44.03	-0.4966	-0.4966	164	28	0.2483	0.1236	Begin	End	17	17	17.64	0.4966
23	46	17	169	27	46.05	0	-0.4966	165	28	0.4966	0.2493	Begin	End	17	17	17.64	0.4966
24	48	17	168	27	48.01	-0.4966	-0.4966	164	28	0.4966	0.2494	Begin	End	17	17	17.64	0.4966
25	50	17	169	25	50.03	-0.4966	-0.9932	164	27	0.9506	0.4734	Begin	End	17	17	17.64	0.4966
26	52	17	169	28	52.03	0.4966	0	166	29	0.9506	0.4733	Begin	End	17	17	17.64	0.4966
27	54	17	169	27	54.05	0	0	165	29	0.4966	0.2483	Begin	End	17	17	17.64	0.4966
28	56	17	170	27	56.03	0.4966	0	166	29	0.2483	0.1252	Begin	End	17	17	17.64	0.4966
29	58	17	170	28	58.01	0.4966	0	166	29	0.3512	0.1748	Begin	End	17	17	17.64	0.4966
30	60	17	169	27	60.05	0	-0.4966	165	28	0.3512	0.1741	Begin	End	17	17	17.64	0.4966
31	62	17	168	28	62.05	0	-0.4966	165	28	0	0	Begin	End	17	17	17.64	0.4966
0	0	18	189	28	0	0	0	188	32	1.11	0.547	Begin	End	18	18	17.07	1.11
1	2	18	189	31	2.03	0.9932	0.4966	190	33	0.8035	0.3971	Begin	End	18	18	17.07	1.11
2	4	18	188	28	4.047	0.4966	0.4966	189	33	0.2483	0.1236	Begin	End	18	18	17.07	1.11
3	6	18	191	25	6.047	0.4966	0.4966	189	33	0.5552	0.2788	Begin	End	18	18	17.07	1.11
4	8	18	193	27	8.03	1.49	0.9932	191	34	0.5552	0.2788	Begin	End	18	18	17.07	1.11
5	10	18	193	27	10.03	1.49	0.9932	191	34	0.3512	0.1748	Begin	End	18	18	17.07	1.11
6	12	18	190	31	12.05	0.9932	0.4966	190	33	0.8478	0.4221	Begin	End	18	18	17.07	1.11
7	14	18	188	30	14.05	0	0.4966	188	33	0.9932	0.4987	Begin	End	18	18	17.07	1.11
8	16	18	188	29	16.03	0	-0.4966	188	31	0.9932	0.4966	Begin	End	18	18	17.07	1.11
9	18	18	189	30	18.05	0.9932	-0.4966	190	31	0.7449	0.374	Begin	End	18	18	17.07	1.11
10	20	18	193	26	20.01	0.9932	0	190	32	0.5995	0.2985	Begin	End	18	18	17.07	1.11
11	22	18	189	32	22.06	0.4966	0.4966	189	33	0.5995	0.2997	Begin	End	18	18	17.07	1.11
12	24	18	192	29	24.01	0.9932	0.4966	190	33	0.4966	0.2483	Begin	End	18	18	17.07	1.11
13	26	18	192	28	26.06	0.9932	0.9932	190	34	0.2483	0.1237	Begin	End	18	18	17.07	1.11
14	28	18	192	29	28.03	0.9932	0.9932	190	34	0.2483	0.1252	Begin	End	18	18	17.07	1.11
15	30	18	189	33	30.03	0.9932	0.4966	190	33	0.4966	0.2473	Begin	End	18	18	17.07	1.11
16	32	18	188	32	32.05	0.9932	0	190	32	0.4966	0.2473	Begin	End	18	18	17.07	1.11
17	34	18	190	33	34.05	0.9932	0.4966	190	33	0.4966	0.2494	Begin	End	18	18	17.07	1.11
18	36	18	191	34	36.03	0.9932	0.9932	190	34	0.8035	0.4035	Begin	End	18	18	17.07	1.11
19	38	18	189	33	38.03	0.4966	0	189	32	0.9064	0.4532	Begin	End	18	18	17.07	1.11
20	40	18	189	31	40.03	0.9932	-0.4966	190	31	0.5995	0.2997	Begin	End	18	18	17.07	1.11
21	42	18	188	31	42.03	0.4966	-0.4966	189	31	0.7449	0.3725	Begin	End	18	18	17.07	1.11
22	44	18	188	33	44.03	1.49	-0.4966	191	31	0.4966	0.2473	Begin	End	18	18	17.07	1.11
23	46	18	191	32	46.05	1.49	-0.4966	191	31	0.2483	0.1247	Begin	End	18	18	17.07	1.11
24	48	18	192	32	48.01	1.49	0	191	32	0.2483	0.1247	Begin	End	18	18	17.07	1.11
25	50	18	193	32	50.03	1.49	0	191	32	0.2483	0.1237	Begin	End	18	18	17.07	1.11
26	52	18	192	31	52.03	0.9932	0	190	32	0.4966	0.2473	Begin	End	18	18	17.07	1.11
27	54	18	191	32	54.05	0.4966	0	189	32	0.4966	0.2483	Begin	End	18	18	17.07	1.11
28	56	18	189	34	56.03	0.4966	0.4966	189	33	0.2483	0.1252	Begin	End	18	18	17.07	1.11
29	58	18	189	33	58.01	0.4966	0.4966	189	33	0.3512	0.1748	Begin	End	18	18	17.07	1.11
30	60	18	188	35	60.05	0.9932	0	190	32	0.5995	0.2973	Begin	End	18	18	17.07	1.11
31	62	18	191	32	62.05	0.9932	0.4966	190	33	0.4966	0.2483	Begin	End	18	18	17.07	1.11
0	0	19	944	26	0	0	0	942	26	0.7023	0.346	Begin	End	19	19	18.73	0
1	2	19	945	28	2.03	-0.4966	0.4966	941	27	0.3512	0.1735	Begin	End	19	19	18.73	0
2	4	19	945	27	4.047	-0.4966	0.4966	941	27	0.2483	0.1236	Begin	End	19	19	18.73	0
3	6	19	942	26	6.047	-0.9932	0.4966	940	27	0.8035	0.4035	Begin	End	19	19	18.73	0
4	8	19	944	24	8.03	-0.4966	-0.4966	941	25	1.052	0.5282	Begin	End	19	19	18.73	0
5	10	19	943	24	10.03	-1.49	-0.4966	939	25	0.7449	0.3709	Begin	End	19	19	18.73	0
6	12	19	943	25	12.05	-1.49	0	939	26	0.8035	0.4001	Begin	End	19	19	18.73	0
7	14	19	944	23	14.05	-0.4966	-0.4966	941	25	0.5552	0.2788	Begin	End	19	19	18.73	0
8	16	19	944	23	16.03	-0.4966	-0.4966	941	25	0	0	Begin	End	19	19	18.73	0
9	18	19	943	22	18.05	-0.4966	-0.4966	941	25	0.2483	0.1247	Begin	End	19	19	18.73	0
10	20	19	943	21	20.01	-0.9932	-0.4966	940	25	0.4966	0.2473	Begin	End	19	19	18.73	0
11	22	19	943	21	22.06	-0.4966	-0.4966	941	25	0.2483	0.1242	Begin	End	19	19	18.73	0
12	24	19	943	21	24.01	-0.4966	-0.4966	941	25	0.3512	0.1756	Begin	End	19	19	18.73	0
13	26	19	943	21	26.06	-0.9932	-0.9932	940	24	0.3512	0.1749	Begin	End	19	19	18.73	0
14	28	19	943	21	28.03	-0.9932	-0.9932	940	24	0.5552	0.28	Begin	End	19	19	18.73	0
15	30	19	941	22	30.03	-1.986	-0.4966	938	25	1.11	0.5529	Begin	End	19	19	18.73	0
16	32	19	942	22	32.05	-0.9932	0	940	26	0.8035	0.4001	Begin	End	19	19	18.73	0
17	34	19	944	24	34.05	-0.4966	0	941	26	0.8035	0.4035	Begin	End	19	19	18.73	0
18	36	19	945	25	36.03	0	0.9932	942	28	0.9064	0.4551	Begin	End	19	19	18.73	0
19	38	19	944	27	38.03	-0.4966	1.49	941	29	0.8478	0.4239	Begin	End	19	19	18.73	0
20	40	19	944	26	40.03	-0.4966	0.4966	941	27	0.7449	0.3725	Begin	End	19	19	18.73	0
21	42	19	944	26	42.03	-0.4966	0.9932	941	28	0.4966	0.2483	Begin	End	19	19	18.73	0
22	44	19	945	25	44.03	-0.4966	0.4966	941	27	0.5995	0.2985	Begin	End	19	19	18.73	0
23	46	19	946	27	46.05	0	0.9932	942	28	0.3512	0.1763	Begin	End	19	19	18.73	0
24	48	19	946	28	48.01	0	0.9932	942	28	0.2483	0.1247	Begin	End	19	19	18.73	0
25	50	19	937	27	50.03	-0.4966	0.9932	941	28	0.8035	0.4002	Begin	End	19	19	18.73	0
26	52	19	937	26	52.03	0	0	942	26	0.9064	0.4513	Begin	End	19	19	18.73	0
27	54	19	945	24	54.05	-0.4966	-0.4966	941	25	0.5995	0.2997	Begin	End	19	19	18.73	0
28	56	19	946	23	56.03	-0.4966	-0.9932	941	24	0.4966	0.2504	Begin	End	19	19	18.73	0
29	58	19	945	23	58.01	-0.9932	-0.9932	940	24	0.8035	0.4001	Begin	End	19	19	18.73	0
30	60	19	946	24	60.05	0	-0.4966	942	25	0.8035	0.3985	Begin	End	19	19	18.73	0
31	62	19	946	24	62.05	0	0	942	26	0.4966	0.2483	Begin	End	19	19	18.73	0
0	0	20	468	26	0	0	0	468	29	0.4966	0.2446	Begin	End	20	20	22.25	3.581
1	2	20	469	26	2.03	0.4966	0	469	29	0.5995	0.2963	Begin	End	20	20	22.25	3.581
2	4	20	470	29	4.047	0.9932	0.4966	470	30	0.9064	0.4513	Begin	End	20	20	22.25	3.581
3	6	20	468	31	6.047	0	0.9932	468	31	0.9064	0.4551	Begin	End	20	20	22.25	3.581
4	8	20	470	31	8.03	0.4966	1.49	469	32	0.5995	0.301	Begin	End	20	20	22.25	3.581
5	10	20	470	32	10.03	0.4966	1.986	469	33	0.7449	0.3709	Begin	End	20	20	22.25	3.581
6	12	20	465	33	12.05	-0.4966	1.986	467	33	0.9932	0.4945	Begin	End	20	20	22.25	3.581
7	14	20	464	33	14.05	-1.49	1.986	465	33	0.7449	0.374	Begin	End	20	20	22.25	3.581
8	16	20	463	32	16.03	-1.986	1.986	464	33	0.8035	0.4018	Begin	End	20	20	22.25	3.581
9	18	20	467	31	18.05	-0.9932	1.49	466	32	0.5552	0.2787	Begin	End	20	20	22.25	3.581
10	20	20	463	32	20.01	-0.9932	1.49	466	32	0.2483	0.1236	Begin	End	20	20	22.25	3.581
11	22	20	464	33	22.06	-1.49	1.49	465	32	0.8035	0.4018	Begin	End	20	20	22.25	3.581
12	24	20	464	31	24.01	-0.9932	0.4966	466	30	1.11	0.5552	Begin	End	20	20	22.25	3.581
13	26	20	465	32	26.06	0	0.9932	468	31	1.11	0.553	Begin	End	20	20	22.25	3.581
14	28	20	472	29	28.03	0.4966	0	469	29	0.5552	0.28	Begin	End	20	20	22.25	3.581
15	30	20	466	30	30.03	0.4966	0	469	29	0.5552	0.2764	Begin	End	20	20	22.25	3.581
16	32	20	466	25	32.05	0.9932	-0.9932	470	27	0.8035	0.4001	Begin	End	20	20	22.25	3.581
17	34	20	469	27	34.05	0.9932	-1.49	470	26	0.8035	0.4035	Begin	End	20	20	22.25	3.581
18	36	20	465	26	36.03	0	-0.9932	468	27	0.9064	0.4551	Begin	End	20	20	22.25	3.581
19	38	20	464	26	38.03	-0.4966	-0.4966	467	28	0.8478	0.4239	Begin	End	20	20	22.25	3.581
20	40	20	462	24	40.03	-0.4966	-1.49	467	26	0.7449	0.3725	Begin	End	20	20	22.25	3.581
21	42	20	465	26	42.03	0	-1.49	468	26	0.4966	0.2483	Begin	End	20	20	22.25	3.581
22	44	20	464	25	44.03	-0.4966	-1.49	467	26	0.5995	0.2985	Begin	End	20	20	22.25	3.581
23	46	20	463	24	46.05	-0.9932	-1.986	466	25	0.5995	0.3009	Begin	End	20	20	22.25	3.581
24	48	20	464	25	48.01	-0.4966	-1.986	467	25	0.2483	0.1247	Begin	End	20	20	22.25	3.581
25	50	20	468	28	50.03	-0.4966	-1.986	467	25	0.3512	0.1749	Begin	End	20	20	22.25	3.581
26	52	20	465	26	52.03	0	-1.49	468	26	0.5995	0.2985	Begin	End	20	20	22.25	3.581
27	54	20	466	27	54.05	-0.4966	-1.49	467	26	0.5995	0.2997	Begin	End	20	20	22.25	3.581
28	56	20	465	25	56.03	0	-1.986	468	25	0.7023	0.3541	Begin	End	20	20	22.25	3.581
29	58	20	464	23	58.01	-0.4966	-2.483	467	24	0.7023	0.3497	Begin	End	20	20	22.25	3.581
30	60	20	463	24	60.05	-0.9932	-1.986	466	25	1.053	0.5224	Begin	End	20	20	22.25	3.581
31	62	20	462	23	62.05	-1.986	-2.98	464	23	1.405	0.7023	Begin	End	20	20	22.25	3.581
0	0	22	298	29	0	0	0	297	32	3.782	1.863	Begin	End	22	22	100.4	5.485
1	2	22	294	44	2.03	-1.49	3.476	294	39	5.002	2.472	Begin	End	22	22	100.4	5.485
2	4	22	311	42	4.047	3.973	6.456	305	45	6.727	3.349	Begin	End	22	22	100.4	5.485
3	6	22	308	27	6.047	5.959	-0.4966	309	31	5.281	2.652	Begin	End	22	22	100.4	5.485
4	8	22	302	26	8.03	2.98	-1.986	303	28	1.914	0.9611	Begin	End	22	22	100.4	5.485
5	10	22	303	26	10.03	2.483	-1.986	302	28	0.4966	0.2473	Begin	End	22	22	100.4	5.485
6	12	22	300	26	12.05	2.483	-2.483	302	27	0.5995	0.2985	Begin	End	22	22	100.4	5.485
7	14	22	300	27	14.05	1.986	-1.986	301	28	2.29	1.15	Begin	End	22	22	100.4	5.485
8	16	22	298	29	16.03	-0.9932	0.4966	295	33	3.941	1.971	Begin	End	22	22	100.4	5.485
9	18	22	294	45	18.05	-1.49	4.47	294	41	3.758	1.886	Begin	End	22	22	100.4	5.485
10	20	22	297	46	20.01	0.9932	6.953	299	46	4.756	2.368	Begin	End	22	22	100.4	5.485
11	22	22	312	41	22.06	6.456	4.47	310	41	5.002	2.501	Begin	End	22	22	100.4	5.485
12	24	22	310	29	24.01	6.953	0.4966	311	33	4.358	2.179	Begin	End	22	22	100.4	5.485
13	26	22	297	30	26.06	2.483	-0.9932	302	30	4.247	2.115	Begin	End	22	22	100.4	5.485
14	28	22	298	29	28.03	-0.9932	0.4966	295	33	5.032	2.538	Begin	End	22	22	100.4	5.485
15	30	22	298	47	30.03	0.9932	6.456	299	45	5.389	2.683	Begin	End	22	22	100.4	5.485
16	32	22	310	45	32.05	5.463	5.959	308	44	3.49	1.738	Begin	End	22	22	100.4	5.485
17	34	22	311	43	34.05	6.953	3.973	311	40	3.363	1.689	Begin	End	22	22	100.4	5.485
18	36	22	309	30	36.03	5.463	0	308	32	4.013	2.015	Begin	End	22	22	100.4	5.485
19	38	22	299	28	38.03	1.986	-1.49	301	29	2.915	1.457	Begin	End	22	22	100.4	5.485
20	40	22	297	28	40.03	0	-0.9932	297	30	2.29	1.145	Begin	End	22	22	100.4	5.485
21	42	22	295	34	42.03	-0.4966	1.49	296	35	4.725	2.362	Begin	End	22	22	100.4	5.485
22	44	22	299	49	44.03	1.986	7.946	301	48	5.707	2.841	Begin	End	22	22	100.4	5.485
23	46	22	313	46	46.05	6.456	7.449	310	47	5.228	2.625	Begin	End	22	22	100.4	5.485
24	48	22	308	32	48.01	6.456	1.49	310	35	3.875	1.946	Begin	End	22	22	100.4	5.485
25	50	22	309	32	50.03	4.966	0.4966	307	33	1.246	0.6207	Begin	End	22	22	100.4	5.485
26	52	22	309	31	52.03	5.463	0	308	32	0.9064	0.4513	Begin	End	22	22	100.4	5.485
27	54	22	307	27	54.05	6.456	-0.4966	310	31	1.258	0.6288	Begin	End	22	22	100.4	5.485
28	56	22	303	29	56.03	5.463	0.4966	308	33	0.7023	0.3541	Begin	End	22	22	100.4	5.485
29	58	22	305	31	58.01	5.463	0.4966	308	33	0	0	Begin	End	22	22	100.4	5.485
30	60	22	304	30	60.05	5.463	0.4966	308	33	0	0	Begin	End	22	22	100.4	5.485
31	62	22	303	30	62.05	5.463	0.4966	308	33	0	0	Begin	End	22	22	100.4	5.485
0	0	23	704	39	0	0	0	706	38	0.9932	0.4893	Begin	End	23	23	26.77	0.7023
1	2	23	704	36	2.03	0	-0.9932	706	36	0.7449	0.3681	Begin	End	23	23	26.77	0.7023
2	4	23	704	38	4.047	0	-0.4966	706	37	0.4966	0.2473	Begin	End	23	23	26.77	0.7023
3	6	23	706	37	6.047	0.4966	-0.4966	707	37	0.8035	0.4035	Begin	End	23	23	26.77	0.7023
4	8	23	705	38	8.03	-0.4966	-0.9932	705	36	0.5552	0.2788	Begin	End	23	23	26.77	0.7023
5	10	23	705	38	10.03	-0.4966	-0.9932	705	36	1.024	0.5097	Begin	End	23	23	26.77	0.7023
6	12	23	704	39	12.05	0	0.9932	706	40	1.375	0.6846	Begin	End	23	23	26.77	0.7023
7	14	23	704	42	14.05	-0.4966	1.49	705	41	0.9064	0.4551	Begin	End	23	23	26.77	0.7023
8	16	23	705	40	16.03	0	0.4966	706	39	0.5552	0.2776	Begin	End	23	23	26.77	0.7023
9	18	23	705	39	18.05	0	0.4966	706	39	0.5552	0.2787	Begin	End	23	23	26.77	0.7023
10	20	23	706	44	20.01	0.4966	1.49	707	41	1.11	0.5529	Begin	End	23	23	26.77	0.7023
11	22	23	707	41	22.06	0.9932	0.4966	708	39	0.8035	0.4018	Begin	End	23	23	26.77	0.7023
12	24	23	706	40	24.01	0.9932	0.9932	708	40	0.9506	0.4753	Begin	End	23	23	26.77	0.7023
13	26	23	709	40	26.06	1.986	0	710	38	1.199	0.5971	Begin	End	23	23	26.77	0.7023
14	28	23	707	36	28.03	1.986	0.9932	710	40	1.052	0.5304	Begin	End	23	23	26.77	0.7023
15	30	23	708	34	30.03	2.483	0	711	38	0.9064	0.4513	Begin	End	23	23	26.77	0.7023
16	32	23	710	40	32.05	2.98	0.4966	712	39	0.7023	0.3497	Begin	End	23	23	26.77	0.7023
17	34	23	709	39	34.05	2.483	0.9932	711	40	1.405	0.7053	Begin	End	23	23	26.77	0.7023
18	36	23	716	42	36.03	3.973	-0.4966	714	37	1.302	0.6537	Begin	End	23	23	26.77	0.7023
19	38	23	712	39	38.03	3.476	-0.4966	713	37	1.034	0.5168	Begin	End	23	23	26.77	0.7023
20	40	23	712	42	40.03	2.98	0.9932	712	40	1.136	0.5682	Begin	End	23	23	26.77	0.7023
21	42	23	709	38	42.03	2.483	0.4966	711	39	0.5995	0.2997	Begin	End	23	23	26.77	0.7023
22	44	23	706	34	44.03	1.986	0.4966	710	39	0.4966	0.2473	Begin	End	23	23	26.77	0.7023
23	46	23	712	42	46.05	2.483	0.4966	711	39	0.2483	0.1247	Begin	End	23	23	26.77	0.7023
24	48	23	710	40	48.01	2.483	0.4966	711	39	0.5552	0.2788	Begin	End	23	23	26.77	0.7023
25	50	23	706	35	50.03	1.49	0	709	38	0.9064	0.4514	Begin	End	23	23	26.77	0.7023
26	52	23	707	36	52.03	1.986	-0.4966	710	37	1.053	0.5245	Begin	End	23	23	26.77	0.7023
27	54	23	703	33	54.05	0.9932	-1.49	708	35	1.258	0.6288	Begin	End	23	23	26.77	0.7023
28	56	23	704	35	56.03	0.4966	-0.4966	707	37	1.052	0.5303	Begin	End	23	23	26.77	0.7023
29	58	23	709	42	58.01	0.4966	0.4966	707	39	0.7449	0.3709	Begin	End	23	23	26.77	0.7023
30	60	23	704	37	60.05	0.4966	0	707	38	0.4966	0.2463	Begin	End	23	23	26.77	0.7023
31	62	23	701	30	62.05	0.4966	-0.4966	707	37	0.4966	0.2483	Begin	End	23	23	26.77	0.7023
0	0	24	961	31	0	0	0	962	35	0.4966	0.2446	Begin	End	24	24	12.57	1.11
1	2	24	957	28	2.03	-0.4966	0	961	35	0.5995	0.2963	Begin	End	24	24	12.57	1.11
2	4	24	961	30	4.047	0	-0.4966	962	34	0.5995	0.2985	Begin	End	24	24	12.57	1.11
3	6	24	961	30	6.047	-0.4966	-0.4966	961	34	0.2483	0.1247	Begin	End	24	24	12.57	1.11
4	8	24	958	29	8.03	-0.4966	-0.4966	961	34	0.3512	0.1763	Begin	End	24	24	12.57	1.11
5	10	24	961	29	10.03	0	-0.9932	962	33	0.5995	0.2985	Begin	End	24	24	12.57	1.11
6	12	24	962	30	12.05	0	-0.4966	962	34	0.4966	0.2473	Begin	End	24	24	12.57	1.11
7	14	24	960	29	14.05	0	-0.9932	962	33	0.8035	0.4035	Begin	End	24	24	12.57	1.11
8	16	24	959	29	16.03	-0.9932	-0.4966	960	34	0.9064	0.4532	Begin	End	24	24	12.57	1.11
9	18	24	959	28	18.05	-0.4966	-0.9932	961	33	0.3512	0.1763	Begin	End	24	24	12.57	1.11
10	20	24	958	28	20.01	-0.4966	-0.9932	961	33	0.2483	0.1236	Begin	End	24	24	12.57	1.11
11	22	24	958	28	22.06	-0.9932	-0.9932	960	33	0.4966	0.2483	Begin	End	24	24	12.57	1.11
12	24	24	960	28	24.01	-0.4966	-0.9932	961	33	0.2483	0.1242	Begin	End	24	24	12.57	1.11
13	26	24	962	30	26.06	-0.4966	-0.9932	961	33	0	0	Begin	End	24	24	12.57	1.11
14	28	24	960	28	28.03	-0.4966	-0.9932	961	33	0.2483	0.1252	Begin	End	24	24	12.57	1.11
15	30	24	962	31	30.03	-0.4966	-0.4966	961	34	0.4966	0.2473	Begin	End	24	24	12.57	1.11
16	32	24	961	31	32.05	-0.9932	-0.4966	960	34	0.2483	0.1236	Begin	End	24	24	12.57	1.11
17	34	24	956	26	34.05	-0.9932	-0.4966	960	34	0.2483	0.1247	Begin	End	24	24	12.57	1.11
18	36	24	959	28	36.03	-0.9932	-0.9932	960	33	0.2483	0.1247	Begin	End	24	24	12.57	1.11
19	38	24	959	28	38.03	-0.9932	-0.9932	960	33	0.2483	0.1242	Begin	End	24	24	12.57	1.11
20	40	24	961	29	40.03	-0.4966	-0.9932	961	33	0.4966	0.2483	Begin	End	24	24	12.57	1.11
21	42	24	960	28	42.03	-0.4966	-1.49	961	32	0.5995	0.2997	Begin	End	24	24	12.57	1.11
22	44	24	960	28	44.03	-0.9932	-0.9932	960	33	0.5995	0.2985	Begin	End	24	24	12.57	1.11
23	46	24	960	28	46.05	-0.4966	-0.9932	961	33	0.4966	0.2493	Begin	End	24	24	12.57	1.11
24	48	24	958	28	48.01	-0.9932	-0.9932	960	33	0.4966	0.2494	Begin	End	24	24	12.57	1.11
25	50	24	959	29	50.03	-1.49	-0.9932	959	33	0.5995	0.2985	Begin	End	24	24	12.57	1.11
26	52	24	959	29	52.03	-0.9932	-0.4966	960	34	0.5995	0.2985	Begin	End	24	24	12.57	1.11
27	54	24	959	28	54.05	-0.9932	-0.9932	960	33	0.2483	0.1242	Begin	End	24	24	12.57	1.11
28	56	24	962	31	56.03	-0.9932	-0.9932	960	33	0	0	Begin	End	24	24	12.57	1.11
29	58	24	961	30	58.01	-0.9932	-0.9932	960	33	0.2483	0.1236	Begin	End	24	24	12.57	1.11
30	60	24	961	29	60.05	-0.4966	-0.9932	961	33	0.2483	0.1231	Begin	End	24	24	12.57	1.11
31	62	24	961	29	62.05	-0.4966	-0.9932	961	33	0	0	Begin	End	24	24	12.57	1.11
0	0	25	631	31	0	0	0	624	41	2.107	1.038	Begin	End	25	25	19.33	3.141
1	2	25	632	28	2.03	1.49	-1.49	627	38	1.302	0.6433	Begin	End	25	25	19.33	3.141
2	4	25	632	26	4.047	1.986	-1.49	628	38	0.5995	0.2985	Begin	End	25	25	19.33	3.141
3	6	25	630	25	6.047	1.49	-1.986	627	37	0.9064	0.4551	Begin	End	25	25	19.33	3.141
4	8	25	631	29	8.03	2.483	-1.49	629	38	0.9064	0.4551	Begin	End	25	25	19.33	3.141
5	10	25	629	33	10.03	1.986	-1.986	628	37	0.7023	0.3497	Begin	End	25	25	19.33	3.141
6	12	25	631	26	12.05	1.49	-1.49	627	38	0.7023	0.3497	Begin	End	25	25	19.33	3.141
7	14	25	627	36	14.05	1.986	-1.986	628	37	0.3512	0.1763	Begin	End	25	25	19.33	3.141
8	16	25	632	24	16.03	1.986	-1.986	628	37	0.2483	0.1242	Begin	End	25	25	19.33	3.141
9	18	25	628	34	18.05	1.986	-2.483	628	36	0.5995	0.3009	Begin	End	25	25	19.33	3.141
10	20	25	631	24	20.01	1.49	-2.98	627	35	0.7023	0.3497	Begin	End	25	25	19.33	3.141
11	22	25	630	26	22.06	0.9932	-3.476	626	34	0.5995	0.2997	Begin	End	25	25	19.33	3.141
12	24	25	629	28	24.01	0.9932	-2.98	626	35	0.5995	0.2997	Begin	End	25	25	19.33	3.141
13	26	25	633	25	26.06	1.49	-2.483	627	36	0.3512	0.1749	Begin	End	25	25	19.33	3.141
14	28	25	630	28	28.03	1.49	-2.483	627	36	0.5552	0.28	Begin	End	25	25	19.33	3.141
15	30	25	627	30	30.03	0.4966	-1.986	625	37	0.5552	0.2764	Begin	End	25	25	19.33	3.141
16	32	25	626	31	32.05	0.4966	-1.986	625	37	0.4966	0.2473	Begin	End	25	25	19.33	3.141
17	34	25	628	29	34.05	0.4966	-2.98	625	35	0.8478	0.4257	Begin	End	25	25	19.33	3.141
