Timepoint	Time [s]	Object ID	X	Y	Tracked Nuclei - Age [s]	Tracked Nuclei - Current Displacement X [µm]	Tracked Nuclei - Current Displacement Y [µm]	Tracked Nuclei - Track Point X	Tracked Nuclei - Track Point Y	Tracked Nuclei - Current Step Size [µm]	Tracked Nuclei - Current Speed [µm/s]	Tracks: Tracked Nuclei - Start Type	Tracks: Tracked Nuclei - End Type	Tracks: Tracked Nuclei - Parent ID	Tracks: Tracked Nuclei - Root ID	Tracks: Tracked Nuclei - Accumulated Distance [µm]	Tracks: Tracked Nuclei - Displacement [µm]
13	26	539	1106	928	26.06	-1.986	0.9932	1102	932	0.5995	0.2985	Begin	End	539	539	21.68	3.331
14	28	539	1106	928	28.03	-1.49	0.9932	1103	932	0.5995	0.3023	Begin	End	539	539	21.68	3.331
15	30	539	1105	927	30.03	-0.9932	0.4966	1104	931	0.7023	0.3497	Begin	End	539	539	21.68	3.331
16	32	539	1104	927	32.05	-1.49	0.9932	1103	932	0.3512	0.1748	Begin	End	539	539	21.68	3.331
17	34	539	1105	927	34.05	-1.49	0.9932	1103	932	0.3512	0.1763	Begin	End	539	539	21.68	3.331
18	36	539	1106	928	36.03	-0.9932	1.49	1104	933	0.7023	0.3527	Begin	End	539	539	21.68	3.331
19	38	539	1107	928	38.03	-0.4966	0.9932	1105	932	0.7023	0.3512	Begin	End	539	539	21.68	3.331
20	40	539	1107	928	40.03	-0.9932	1.49	1104	933	0.3512	0.1756	Begin	End	539	539	21.68	3.331
21	42	539	1108	929	42.03	-0.9932	1.49	1104	933	0.3512	0.1756	Begin	End	539	539	21.68	3.331
22	44	539	1108	929	44.03	-0.4966	1.986	1105	934	0.5995	0.2985	Begin	End	539	539	21.68	3.331
23	46	539	1109	932	46.05	0	1.986	1106	934	0.5995	0.3009	Begin	End	539	539	21.68	3.331
24	48	539	1110	930	48.01	0.4966	1.49	1107	933	0.5995	0.301	Begin	End	539	539	21.68	3.331
25	50	539	1110	930	50.03	0.4966	1.986	1107	934	0.5995	0.2985	Begin	End	539	539	21.68	3.331
26	52	539	1111	930	52.03	0.9932	1.49	1108	933	0.9064	0.4513	Begin	End	539	539	21.68	3.331
27	54	539	1109	927	54.05	0.4966	0.4966	1107	931	2.346	1.173	Begin	End	539	539	21.68	3.331
28	56	539	1100	923	56.03	-2.483	-1.49	1101	927	2.039	1.028	Begin	End	539	539	21.68	3.331
29	58	539	1098	922	58.01	-2.98	-1.49	1100	927	0.4966	0.2473	Begin	End	539	539	21.68	3.331
30	60	539	1098	922	60.05	-2.483	-1.49	1101	927	0.4966	0.2463	Begin	End	539	539	21.68	3.331
31	62	539	1099	924	62.05	-2.98	-1.49	1100	927	0.4966	0.2483	Begin	End	539	539	21.68	3.331
0	0	540	706	928	0	0	0	713	930	1.11	0.547	Begin	End	540	540	22.8	4.442
1	2	540	715	928	2.03	-0.4966	-0.9932	712	928	0.8035	0.3971	Begin	End	540	540	22.8	4.442
2	4	540	715	929	4.047	-0.4966	-0.4966	712	929	0.8035	0.4001	Begin	End	540	540	22.8	4.442
3	6	540	703	925	6.047	-1.49	-0.9932	710	928	0.8035	0.4035	Begin	End	540	540	22.8	4.442
4	8	540	715	929	8.03	-0.9932	-0.9932	711	928	0.4966	0.2494	Begin	End	540	540	22.8	4.442
5	10	540	705	927	10.03	-0.9932	-0.4966	711	929	0.5995	0.2985	Begin	End	540	540	22.8	4.442
6	12	540	712	927	12.05	-0.4966	0	712	930	0.5995	0.2985	Begin	End	540	540	22.8	4.442
7	14	540	718	927	14.05	-0.4966	-0.4966	712	929	0.8035	0.4035	Begin	End	540	540	22.8	4.442
8	16	540	712	924	16.03	-0.9932	-1.49	711	927	1.11	0.5552	Begin	End	540	540	22.8	4.442
9	18	540	710	922	18.05	-1.49	-2.483	710	925	0.5552	0.2787	Begin	End	540	540	22.8	4.442
10	20	540	715	920	20.01	-1.49	-2.483	710	925	0.2483	0.1236	Begin	End	540	540	22.8	4.442
11	22	540	715	919	22.06	-1.49	-2.98	710	924	0.5995	0.2997	Begin	End	540	540	22.8	4.442
12	24	540	716	919	24.01	-0.9932	-3.476	711	923	0.5995	0.2997	Begin	End	540	540	22.8	4.442
13	26	540	716	919	26.06	-0.9932	-3.973	711	922	0.4966	0.2473	Begin	End	540	540	22.8	4.442
14	28	540	714	920	28.03	-0.4966	-3.973	712	922	0.5995	0.3023	Begin	End	540	540	22.8	4.442
15	30	540	715	918	30.03	-0.9932	-4.47	711	921	0.5995	0.2985	Begin	End	540	540	22.8	4.442
16	32	540	714	918	32.05	-1.49	-4.47	710	921	0.9932	0.4945	Begin	End	540	540	22.8	4.442
17	34	540	712	918	34.05	-2.98	-4.47	707	921	1.49	0.7481	Begin	End	540	540	22.8	4.442
18	36	540	714	920	36.03	-1.49	-4.47	710	921	1.242	0.6234	Begin	End	540	540	22.8	4.442
19	38	540	714	921	38.03	-1.49	-3.476	710	923	1.052	0.5259	Begin	End	540	540	22.8	4.442
20	40	540	715	922	40.03	-1.986	-2.483	709	925	1.11	0.5552	Begin	End	540	540	22.8	4.442
21	42	540	716	924	42.03	-0.9932	-2.98	711	924	1.052	0.5259	Begin	End	540	540	22.8	4.442
22	44	540	719	922	44.03	0	-2.98	713	924	0.8478	0.4221	Begin	End	540	540	22.8	4.442
23	46	540	716	923	46.05	-0.4966	-2.483	712	925	0.7023	0.3526	Begin	End	540	540	22.8	4.442
24	48	540	714	921	48.01	-0.9932	-2.98	711	924	0.3512	0.1763	Begin	End	540	540	22.8	4.442
25	50	540	710	922	50.03	-0.9932	-2.98	711	924	0.2483	0.1237	Begin	End	540	540	22.8	4.442
26	52	540	709	922	52.03	-0.4966	-2.98	712	924	0.7449	0.3709	Begin	End	540	540	22.8	4.442
27	54	540	714	920	54.05	-0.4966	-3.973	712	922	0.9932	0.4966	Begin	End	540	540	22.8	4.442
28	56	540	704	924	56.03	-1.49	-3.973	710	922	0.8478	0.4274	Begin	End	540	540	22.8	4.442
29	58	540	717	919	58.01	-1.986	-3.476	709	923	0.3512	0.1748	Begin	End	540	540	22.8	4.442
30	60	540	715	919	60.05	-1.986	-3.476	709	923	0.2483	0.1231	Begin	End	540	540	22.8	4.442
31	62	540	717	917	62.05	-1.986	-3.973	709	922	0.4966	0.2483	Begin	End	540	540	22.8	4.442
0	0	541	572	931	0	0	0	571	940	0.9932	0.4893	Begin	End	541	541	14.47	4.442
1	2	541	571	930	2.03	-0.9932	0	569	940	0.7449	0.3681	Begin	End	541	541	14.47	4.442
2	4	541	567	940	4.047	-1.49	0	568	940	0.4966	0.2473	Begin	End	541	541	14.47	4.442
3	6	541	568	930	6.047	-1.986	0	567	940	0.5995	0.301	Begin	End	541	541	14.47	4.442
4	8	541	565	941	8.03	-2.483	0.4966	566	941	0.3512	0.1763	Begin	End	541	541	14.47	4.442
5	10	541	565	942	10.03	-2.483	0.4966	566	941	0.2483	0.1236	Begin	End	541	541	14.47	4.442
6	12	541	564	941	12.05	-2.98	0.4966	565	941	0.5995	0.2985	Begin	End	541	541	14.47	4.442
7	14	541	561	937	14.05	-3.476	0.9932	564	942	0.5995	0.301	Begin	End	541	541	14.47	4.442
8	16	541	562	941	16.03	-3.476	0.4966	564	941	0.5995	0.2997	Begin	End	541	541	14.47	4.442
9	18	541	562	943	18.05	-3.973	0.9932	563	942	0.7023	0.3526	Begin	End	541	541	14.47	4.442
10	20	541	563	942	20.01	-3.476	0.4966	564	941	0.5995	0.2985	Begin	End	541	541	14.47	4.442
11	22	541	564	942	22.06	-2.98	0.4966	565	941	0.4966	0.2483	Begin	End	541	541	14.47	4.442
12	24	541	564	943	24.01	-2.98	0	565	940	0.4966	0.2483	Begin	End	541	541	14.47	4.442
13	26	541	563	942	26.06	-2.98	0.4966	565	941	0.4966	0.2473	Begin	End	541	541	14.47	4.442
14	28	541	564	943	28.03	-2.98	0	565	940	0.5995	0.3023	Begin	End	541	541	14.47	4.442
15	30	541	562	931	30.03	-3.476	0.4966	564	941	0.3512	0.1748	Begin	End	541	541	14.47	4.442
16	32	541	564	944	32.05	-3.476	0.4966	564	941	0	0	Begin	End	541	541	14.47	4.442
17	34	541	563	942	34.05	-3.476	0.4966	564	941	0.2483	0.1247	Begin	End	541	541	14.47	4.442
18	36	541	564	943	36.03	-2.98	0.4966	565	941	0.5995	0.301	Begin	End	541	541	14.47	4.442
19	38	541	562	941	38.03	-3.476	0.9932	564	942	0.5995	0.2997	Begin	End	541	541	14.47	4.442
20	40	541	564	944	40.03	-3.476	0.4966	564	941	0.2483	0.1242	Begin	End	541	541	14.47	4.442
21	42	541	562	931	42.03	-3.476	0.4966	564	941	0.2483	0.1242	Begin	End	541	541	14.47	4.442
22	44	541	561	934	44.03	-3.476	0.9932	564	942	0.4966	0.2473	Begin	End	541	541	14.47	4.442
23	46	541	564	944	46.05	-3.476	0.4966	564	941	0.4966	0.2493	Begin	End	541	541	14.47	4.442
24	48	541	563	943	48.01	-3.476	0.9932	564	942	0.2483	0.1247	Begin	End	541	541	14.47	4.442
25	50	541	561	941	50.03	-3.476	0.9932	564	942	0.5552	0.2765	Begin	End	541	541	14.47	4.442
26	52	541	560	943	52.03	-3.973	1.986	563	944	0.9064	0.4513	Begin	End	541	541	14.47	4.442
27	54	541	559	944	54.05	-4.47	2.483	562	945	0.3512	0.1756	Begin	End	541	541	14.47	4.442
28	56	541	561	946	56.03	-4.47	2.483	562	945	0.2483	0.1252	Begin	End	541	541	14.47	4.442
29	58	541	560	944	58.01	-4.47	1.986	562	944	0.4966	0.2473	Begin	End	541	541	14.47	4.442
30	60	541	560	943	60.05	-3.973	1.986	563	944	0.2483	0.1231	Begin	End	541	541	14.47	4.442
31	62	541	560	943	62.05	-3.973	1.986	563	944	0	0	Begin	End	541	541	14.47	4.442
0	0	545	921	942	0	0	0	920	946	0.4966	0.2446	Begin	End	545	545	10.38	0.9932
1	2	545	918	942	2.03	-0.4966	0	919	946	0.5995	0.2963	Begin	End	545	545	10.38	0.9932
2	4	545	919	943	4.047	0	-0.4966	920	945	0.7023	0.3497	Begin	End	545	545	10.38	0.9932
3	6	545	917	945	6.047	-0.4966	0	919	946	0.5995	0.301	Begin	End	545	545	10.38	0.9932
4	8	545	919	941	8.03	-0.4966	-0.4966	919	945	0.2483	0.1247	Begin	End	545	545	10.38	0.9932
5	10	545	920	940	10.03	-0.4966	-0.4966	919	945	0	0	Begin	End	545	545	10.38	0.9932
6	12	545	919	941	12.05	-0.4966	-0.4966	919	945	0.2483	0.1236	Begin	End	545	545	10.38	0.9932
7	14	545	918	943	14.05	-0.4966	0	919	946	0.5995	0.301	Begin	End	545	545	10.38	0.9932
8	16	545	918	942	16.03	-0.9932	-0.4966	918	945	0.7023	0.3512	Begin	End	545	545	10.38	0.9932
9	18	545	919	942	18.05	-0.4966	-0.9932	919	944	0.5995	0.3009	Begin	End	545	545	10.38	0.9932
10	20	545	918	943	20.01	-0.4966	-0.4966	919	945	0.2483	0.1236	Begin	End	545	545	10.38	0.9932
11	22	545	918	942	22.06	-0.4966	-0.4966	919	945	0	0	Begin	End	545	545	10.38	0.9932
12	24	545	918	942	24.01	-0.4966	-0.4966	919	945	0.2483	0.1242	Begin	End	545	545	10.38	0.9932
13	26	545	917	943	26.06	-0.9932	-0.4966	918	945	0.2483	0.1237	Begin	End	545	545	10.38	0.9932
14	28	545	917	944	28.03	-0.9932	-0.4966	918	945	0	0	Begin	End	545	545	10.38	0.9932
15	30	545	918	942	30.03	-0.9932	-0.4966	918	945	0.2483	0.1236	Begin	End	545	545	10.38	0.9932
16	32	545	919	941	32.05	-0.4966	-0.4966	919	945	0.2483	0.1236	Begin	End	545	545	10.38	0.9932
17	34	545	918	943	34.05	-0.4966	-0.4966	919	945	0.2483	0.1247	Begin	End	545	545	10.38	0.9932
18	36	545	918	941	36.03	-0.4966	-0.9932	919	944	0.4966	0.2494	Begin	End	545	545	10.38	0.9932
19	38	545	917	942	38.03	-0.4966	-0.4966	919	945	0.4966	0.2483	Begin	End	545	545	10.38	0.9932
20	40	545	917	941	40.03	-0.9932	-0.4966	918	945	0.2483	0.1242	Begin	End	545	545	10.38	0.9932
21	42	545	918	941	42.03	-0.9932	-0.4966	918	945	0.2483	0.1242	Begin	End	545	545	10.38	0.9932
22	44	545	919	941	44.03	-0.4966	-0.4966	919	945	0.4966	0.2473	Begin	End	545	545	10.38	0.9932
23	46	545	917	942	46.05	-0.9932	-0.4966	918	945	0.8035	0.4034	Begin	End	545	545	10.38	0.9932
24	48	545	919	942	48.01	0	-0.9932	920	944	0.5552	0.2788	Begin	End	545	545	10.38	0.9932
25	50	545	920	942	50.03	0	-0.9932	920	944	0	0	Begin	End	545	545	10.38	0.9932
26	52	545	920	942	52.03	0	-0.9932	920	944	0.2483	0.1236	Begin	End	545	545	10.38	0.9932
27	54	545	921	942	54.05	0.4966	-0.9932	921	944	0.2483	0.1242	Begin	End	545	545	10.38	0.9932
28	56	545	921	942	56.03	0.4966	-0.9932	921	944	0	0	Begin	End	545	545	10.38	0.9932
29	58	545	920	942	58.01	0.4966	-0.9932	921	944	0	0	Begin	End	545	545	10.38	0.9932
30	60	545	920	942	60.05	0.4966	-0.9932	921	944	0.2483	0.1231	Begin	End	545	545	10.38	0.9932
31	62	545	920	942	62.05	0	-0.9932	920	944	0.4966	0.2483	Begin	End	545	545	10.38	0.9932
0	0	546	1153	942	0	0	0	1156	947	1.11	0.547	Begin	End	546	546	24.86	7.71
1	2	546	1152	942	2.03	-0.9932	-0.4966	1154	946	0.8035	0.3971	Begin	End	546	546	24.86	7.71
2	4	546	1154	946	4.047	-0.4966	-0.4966	1155	946	0.5995	0.2985	Begin	End	546	546	24.86	7.71
3	6	546	1154	939	6.047	0	-0.9932	1156	945	0.3512	0.1763	Begin	End	546	546	24.86	7.71
4	8	546	1155	941	8.03	0	-0.9932	1156	945	0	0	Begin	End	546	546	24.86	7.71
5	10	546	1155	945	10.03	0	-0.9932	1156	945	0.4966	0.2473	Begin	End	546	546	24.86	7.71
6	12	546	1155	942	12.05	0	-1.986	1156	943	2.731	1.36	Begin	End	546	546	24.86	7.71
7	14	546	1160	925	14.05	0	-6.456	1156	934	4.73	2.375	Begin	End	546	546	24.86	7.71
8	16	546	1158	921	16.03	0.4966	-11.42	1157	924	2.495	1.248	Begin	End	546	546	24.86	7.71
9	18	546	1157	923	18.05	0.4966	-11.42	1157	924	0	0	Begin	End	546	546	24.86	7.71
10	20	546	1158	921	20.01	0.4966	-11.42	1157	924	0	0	Begin	End	546	546	24.86	7.71
11	22	546	1158	921	22.06	0.4966	-11.42	1157	924	0.3512	0.1756	Begin	End	546	546	24.86	7.71
12	24	546	1159	922	24.01	0.9932	-10.93	1158	925	0.7023	0.3512	Begin	End	546	546	24.86	7.71
13	26	546	1158	923	26.06	0.4966	-10.43	1157	926	0.5995	0.2985	Begin	End	546	546	24.86	7.71
14	28	546	1158	926	28.03	0.4966	-9.932	1157	927	0.4966	0.2504	Begin	End	546	546	24.86	7.71
15	30	546	1158	925	30.03	0.9932	-9.932	1158	927	0.9506	0.4733	Begin	End	546	546	24.86	7.71
16	32	546	1161	927	32.05	1.986	-8.939	1160	929	0.9506	0.4733	Begin	End	546	546	24.86	7.71
17	34	546	1160	929	34.05	1.49	-8.939	1159	929	0.4966	0.2494	Begin	End	546	546	24.86	7.71
18	36	546	1159	927	36.03	0.9932	-8.939	1158	929	0.4966	0.2494	Begin	End	546	546	24.86	7.71
19	38	546	1158	930	38.03	0.9932	-8.442	1158	930	0.4966	0.2483	Begin	End	546	546	24.86	7.71
20	40	546	1159	930	40.03	0.9932	-7.946	1158	931	0.2483	0.1242	Begin	End	546	546	24.86	7.71
21	42	546	1159	930	42.03	0.9932	-7.946	1158	931	0.5552	0.2776	Begin	End	546	546	24.86	7.71
22	44	546	1159	927	44.03	0.4966	-8.939	1157	929	1.052	0.5237	Begin	End	546	546	24.86	7.71
23	46	546	1157	930	46.05	0.4966	-7.946	1157	931	1.052	0.528	Begin	End	546	546	24.86	7.71
24	48	546	1154	932	48.01	-0.4966	-7.449	1155	932	0.5552	0.2788	Begin	End	546	546	24.86	7.71
25	50	546	1156	932	50.03	-0.4966	-7.449	1155	932	0.2483	0.1237	Begin	End	546	546	24.86	7.71
26	52	546	1156	932	52.03	-0.4966	-6.953	1155	933	0.4966	0.2473	Begin	End	546	546	24.86	7.71
27	54	546	1154	933	54.05	-0.9932	-6.953	1154	933	0.2483	0.1242	Begin	End	546	546	24.86	7.71
28	56	546	1155	932	56.03	-0.9932	-6.953	1154	933	0.5552	0.2799	Begin	End	546	546	24.86	7.71
29	58	546	1151	931	58.01	-1.986	-7.449	1152	932	0.8035	0.4001	Begin	End	546	546	24.86	7.71
30	60	546	1152	931	60.05	-1.986	-7.946	1152	931	0.4966	0.2463	Begin	End	546	546	24.86	7.71
31	62	546	1151	932	62.05	-1.986	-7.449	1152	932	0.4966	0.2483	Begin	End	546	546	24.86	7.71
0	0	549	113	947	0	0	0	119	947	1.11	0.547	Begin	End	549	549	23.77	6.001
1	2	549	112	944	2.03	-0.4966	-0.9932	118	945	0.5552	0.2744	Begin	End	549	549	23.77	6.001
2	4	549	112	945	4.047	-0.4966	-0.9932	118	945	0	0	Begin	End	549	549	23.77	6.001
3	6	549	111	944	6.047	-0.4966	-0.9932	118	945	0.3512	0.1763	Begin	End	549	549	23.77	6.001
4	8	549	126	943	8.03	0	-0.4966	119	946	0.5995	0.301	Begin	End	549	549	23.77	6.001
5	10	549	114	946	10.03	0	-0.9932	119	945	0.7449	0.3709	Begin	End	549	549	23.77	6.001
6	12	549	124	945	12.05	0.9932	-0.9932	121	945	1.052	0.5237	Begin	End	549	549	23.77	6.001
7	14	549	115	944	14.05	0	-1.49	119	944	1.258	0.6315	Begin	End	549	549	23.77	6.001
8	16	549	111	941	16.03	-0.9932	-2.483	117	942	1.258	0.6288	Begin	End	549	549	23.77	6.001
9	18	549	113	938	18.05	-0.4966	-3.476	118	940	1.052	0.528	Begin	End	549	549	23.77	6.001
10	20	549	113	942	20.01	-0.4966	-2.483	118	942	0.7449	0.3709	Begin	End	549	549	23.77	6.001
11	22	549	113	941	22.06	-0.9932	-2.483	117	942	0.8035	0.4018	Begin	End	549	549	23.77	6.001
12	24	549	114	939	24.01	-0.4966	-3.476	118	940	0.5552	0.2776	Begin	End	549	549	23.77	6.001
13	26	549	114	939	26.06	-0.4966	-3.476	118	940	0.2483	0.1237	Begin	End	549	549	23.77	6.001
14	28	549	115	938	28.03	-0.4966	-3.973	118	939	0.2483	0.1252	Begin	End	549	549	23.77	6.001
15	30	549	115	937	30.03	-0.4966	-3.973	118	939	0	0	Begin	End	549	549	23.77	6.001
16	32	549	115	937	32.05	-0.4966	-3.973	118	939	0.7852	0.3909	Begin	End	549	549	23.77	6.001
17	34	549	117	935	34.05	0	-5.463	119	936	1.282	0.6436	Begin	End	549	549	23.77	6.001
18	36	549	117	938	36.03	0	-4.47	119	938	0.8478	0.4257	Begin	End	549	549	23.77	6.001
19	38	549	114	933	38.03	-0.4966	-4.966	118	937	0.5995	0.2997	Begin	End	549	549	23.77	6.001
20	40	549	115	937	40.03	-0.4966	-4.47	118	938	0.4966	0.2483	Begin	End	549	549	23.77	6.001
21	42	549	115	939	42.03	-0.4966	-3.973	118	939	0.2483	0.1242	Begin	End	549	549	23.77	6.001
22	44	549	114	937	44.03	-0.4966	-3.973	118	939	0.2483	0.1236	Begin	End	549	549	23.77	6.001
23	46	549	114	938	46.05	-0.9932	-3.973	117	939	0.8035	0.4034	Begin	End	549	549	23.77	6.001
24	48	549	116	937	48.01	-0.4966	-4.966	118	937	1.666	0.8364	Begin	End	549	549	23.77	6.001
25	50	549	121	932	50.03	1.49	-5.959	122	935	1.666	0.8295	Begin	End	549	549	23.77	6.001
26	52	549	123	931	52.03	2.483	-6.456	124	934	1.052	0.5237	Begin	End	549	549	23.77	6.001
27	54	549	126	932	54.05	3.476	-6.456	126	934	0.7449	0.3725	Begin	End	549	549	23.77	6.001
28	56	549	126	932	56.03	3.476	-6.953	126	933	1.034	0.5211	Begin	End	549	549	23.77	6.001
29	58	549	127	935	58.01	3.973	-5.463	127	936	1.282	0.6382	Begin	End	549	549	23.77	6.001
30	60	549	125	936	60.05	2.98	-5.463	125	936	0.7449	0.3694	Begin	End	549	549	23.77	6.001
31	62	549	124	935	62.05	2.483	-5.463	124	936	0.4966	0.2483	Begin	End	549	549	23.77	6.001
0	0	551	935	951	0	0	0	939	951	0.7023	0.346	Begin	End	551	551	34.39	10.24
1	2	551	943	950	2.03	0.4966	-0.4966	940	950	0.7023	0.3471	Begin	End	551	551	34.39	10.24
2	4	551	942	949	4.047	0.9932	-0.9932	941	949	0.5995	0.2985	Begin	End	551	551	34.39	10.24
3	6	551	940	951	6.047	0.4966	-0.9932	940	949	0.5995	0.301	Begin	End	551	551	34.39	10.24
4	8	551	940	949	8.03	0.9932	-1.49	941	948	1.096	0.5504	Begin	End	551	551	34.39	10.24
5	10	551	943	950	10.03	2.483	-1.49	944	948	1.242	0.6181	Begin	End	551	551	34.39	10.24
6	12	551	944	951	12.05	3.476	-1.49	946	948	0.4966	0.2473	Begin	End	551	551	34.39	10.24
7	14	551	947	949	14.05	3.476	-1.49	946	948	0.5552	0.2788	Begin	End	551	551	34.39	10.24
8	16	551	948	943	16.03	2.98	-2.483	945	946	1.11	0.5552	Begin	End	551	551	34.39	10.24
9	18	551	948	946	18.05	3.973	-2.98	947	945	1.052	0.528	Begin	End	551	551	34.39	10.24
10	20	551	952	939	20.01	4.966	-2.98	949	945	1.199	0.5969	Begin	End	551	551	34.39	10.24
11	22	551	943	948	22.06	3.973	-1.986	947	947	0.7023	0.3512	Begin	End	551	551	34.39	10.24
12	24	551	941	948	24.01	3.973	-1.986	947	947	0	0	Begin	End	551	551	34.39	10.24
13	26	551	941	949	26.06	3.973	-1.986	947	947	0.3512	0.1749	Begin	End	551	551	34.39	10.24
14	28	551	950	948	28.03	3.476	-1.49	946	948	0.9064	0.4571	Begin	End	551	551	34.39	10.24
15	30	551	941	946	30.03	2.98	-2.483	945	946	0.9064	0.4513	Begin	End	551	551	34.39	10.24
16	32	551	941	947	32.05	3.476	-1.986	946	947	0.5995	0.2985	Begin	End	551	551	34.39	10.24
17	34	551	940	945	34.05	3.476	-2.483	946	946	0.9932	0.4987	Begin	End	551	551	34.39	10.24
18	36	551	952	941	36.03	3.476	-3.973	946	943	1.3	0.6528	Begin	End	551	551	34.39	10.24
19	38	551	951	942	38.03	2.483	-3.476	944	944	1.11	0.5552	Begin	End	551	551	34.39	10.24
20	40	551	938	939	40.03	1.986	-4.47	943	942	1.11	0.5552	Begin	End	551	551	34.39	10.24
21	42	551	938	942	42.03	0.9932	-3.973	941	943	0.9064	0.4532	Begin	End	551	551	34.39	10.24
22	44	551	940	944	44.03	1.49	-4.47	942	942	0.8478	0.4221	Begin	End	551	551	34.39	10.24
23	46	551	939	944	46.05	0.4966	-4.47	940	942	1.052	0.528	Begin	End	551	551	34.39	10.24
24	48	551	940	935	48.01	1.49	-3.973	942	943	0.5552	0.2788	Begin	End	551	551	34.39	10.24
25	50	551	940	935	50.03	1.49	-3.973	942	943	1.791	0.8917	Begin	End	551	551	34.39	10.24
26	52	551	947	939	52.03	4.47	-5.959	948	939	2.346	1.168	Begin	End	551	551	34.39	10.24
27	54	551	947	931	54.05	3.476	-5.463	946	940	0.8035	0.4018	Begin	End	551	551	34.39	10.24
28	56	551	947	931	56.03	3.476	-5.959	946	939	1.272	0.6413	Begin	End	551	551	34.39	10.24
29	58	551	946	934	58.01	3.973	-3.973	947	943	3.026	1.506	Begin	End	551	551	34.39	10.24
30	60	551	961	943	60.05	7.449	-1.986	954	947	3.407	1.689	Begin	End	551	551	34.39	10.24
31	62	551	960	944	62.05	9.436	-3.973	958	943	2.809	1.405	Begin	End	551	551	34.39	10.24
0	0	554	395	952	0	0	0	397	954	1.11	0.547	Begin	End	554	554	23.9	1.791
1	2	554	394	951	2.03	-0.4966	-0.9932	396	952	0.9064	0.4479	Begin	End	554	554	23.9	1.791
2	4	554	395	949	4.047	0	-1.49	397	951	0.7023	0.3497	Begin	End	554	554	23.9	1.791
3	6	554	394	948	6.047	-0.4966	-0.9932	396	952	0.7023	0.3527	Begin	End	554	554	23.9	1.791
4	8	554	393	950	8.03	-0.9932	-1.49	395	951	0.9064	0.4551	Begin	End	554	554	23.9	1.791
5	10	554	392	948	10.03	-1.986	-1.986	393	950	0.9064	0.4513	Begin	End	554	554	23.9	1.791
6	12	554	390	948	12.05	-2.483	-2.483	392	949	0.8478	0.4221	Begin	End	554	554	23.9	1.791
7	14	554	391	949	14.05	-2.483	-1.49	392	951	0.7449	0.374	Begin	End	554	554	23.9	1.791
8	16	554	388	950	16.03	-2.483	-0.9932	392	952	0.8035	0.4018	Begin	End	554	554	23.9	1.791
9	18	554	394	949	18.05	-1.49	-1.49	394	951	0.9064	0.455	Begin	End	554	554	23.9	1.791
10	20	554	393	948	20.01	-0.9932	-0.9932	395	952	0.7023	0.3497	Begin	End	554	554	23.9	1.791
11	22	554	392	948	22.06	-1.49	-1.49	394	951	1.136	0.5682	Begin	End	554	554	23.9	1.791
12	24	554	391	950	24.01	-0.9932	0	395	954	1.034	0.5168	Begin	End	554	554	23.9	1.791
13	26	554	393	950	26.06	-0.9932	-0.4966	395	953	1.034	0.5147	Begin	End	554	554	23.9	1.791
14	28	554	395	949	28.03	0.4966	0	398	954	1.034	0.5212	Begin	End	554	554	23.9	1.791
15	30	554	396	949	30.03	0.9932	0	399	954	0.2483	0.1236	Begin	End	554	554	23.9	1.791
16	32	554	395	950	32.05	0.9932	0	399	954	0.2483	0.1236	Begin	End	554	554	23.9	1.791
17	34	554	397	950	34.05	1.49	0	400	954	0.8035	0.4035	Begin	End	554	554	23.9	1.791
18	36	554	398	951	36.03	1.986	-0.9932	401	952	0.8035	0.4035	Begin	End	554	554	23.9	1.791
19	38	554	395	951	38.03	1.49	-0.9932	400	952	0.9506	0.4753	Begin	End	554	554	23.9	1.791
20	40	554	394	947	40.03	0.4966	-1.986	398	950	0.9506	0.4753	Begin	End	554	554	23.9	1.791
21	42	554	393	947	42.03	0	-1.986	397	950	0.4966	0.2483	Begin	End	554	554	23.9	1.791
22	44	554	394	949	44.03	0	-1.49	397	951	0.5995	0.2985	Begin	End	554	554	23.9	1.791
23	46	554	391	949	46.05	-0.4966	-1.986	396	950	0.9064	0.455	Begin	End	554	554	23.9	1.791
24	48	554	389	950	48.01	-1.49	-1.49	394	951	0.8035	0.4035	Begin	End	554	554	23.9	1.791
25	50	554	389	949	50.03	-1.49	-1.986	394	950	0.8035	0.4002	Begin	End	554	554	23.9	1.791
26	52	554	390	951	52.03	-0.4966	-1.49	396	951	0.5552	0.2764	Begin	End	554	554	23.9	1.791
27	54	554	390	950	54.05	-0.4966	-1.49	396	951	0.2483	0.1242	Begin	End	554	554	23.9	1.791
28	56	554	389	950	56.03	-0.9932	-1.49	395	951	0.5995	0.3022	Begin	End	554	554	23.9	1.791
29	58	554	389	952	58.01	-1.49	-0.9932	394	952	0.9064	0.4513	Begin	End	554	554	23.9	1.791
30	60	554	402	949	60.05	-0.4966	-1.49	396	951	0.8035	0.3985	Begin	End	554	554	23.9	1.791
31	62	554	398	951	62.05	-0.9932	-1.49	395	951	0.4966	0.2483	Begin	End	554	554	23.9	1.791
0	0	555	681	952	0	0	0	682	953	1.11	0.547	Begin	End	555	555	16.83	6.143
1	2	555	684	952	2.03	0.9932	0.4966	684	954	0.9064	0.4479	Begin	End	555	555	16.83	6.143
2	4	555	685	954	4.047	1.49	0.9932	685	955	0.5995	0.2985	Begin	End	555	555	16.83	6.143
